Time,Transfer (GBytes),Bandwidth (Gbits/sec)
00:02:29,0.9126132111555956,0.9261635211450066
00:02:30,0.950837921692676,0.946700962956501
00:02:31,0.9379869922341525,0.914532928629316
00:02:32,0.9823434915114111,0.9535967876986458
00:02:33,0.9140907598239195,0.9510550763459177
00:02:34,0.9457070344611443,0.9504282160564916
00:02:35,0.9445799866989067,0.9190724058566659
00:02:36,0.9829916589634016,0.9097512670394473
00:02:37,0.9641287866985718,0.968478548644364
00:02:38,0.9197864627126671,0.9960138255809126
00:02:39,0.9552791843485273,0.9758838021382551
00:02:40,0.9859030416440573,0.9775198883614267
00:02:41,0.9463213039386061,0.9075761951547072
00:02:42,0.9306221501558519,0.940403088225407
00:02:43,0.9286360844987227,0.9417771813591633
00:02:44,0.9126830310066377,0.9298558583099591
00:02:45,0.9261493460277177,0.9963641010740556
00:02:46,0.9579298053129244,0.9622508358955403
00:02:47,0.9000710398709784,0.983074805880143
00:02:48,0.9578222565933272,0.9270846375558152
00:02:49,0.9371582011009948,0.914036488833059
00:02:50,0.9120762239572637,0.9265846812453696
00:02:51,0.9701954621794129,0.9098634619817944
00:02:52,0.9073677289353512,0.9277335371224532
00:02:53,0.9011149553315017,0.9376492643858948
00:02:54,0.9446823297674312,0.9943570018076147
00:02:55,0.9218992714610398,0.9484045644352224
00:02:56,0.9606211316408724,0.9726416926885006
00:02:57,0.9286813694998308,0.9231363729029195
00:02:58,0.9944423647437668,0.9396266124557328
00:02:59,0.9896355849893087,0.9705112601027628
00:03:00,0.9601782789740012,0.9260226107923717
00:03:01,0.937322463572076,0.9469800069021788
00:03:02,0.9202319013860336,0.9564531830297672
00:03:03,0.9426238561314031,0.9189852562299698
00:03:04,0.9941672535376322,0.9334483833006244
00:03:05,0.9291550748415611,0.9108228240540855
00:03:06,0.9667580061704526,0.9107582383197687
00:03:07,0.9140329385145218,0.9235392538122873
00:03:08,0.9365646236394156,0.9148099907195864
00:03:09,0.938906087948834,0.9592046534055867
00:03:10,0.9404983777157105,0.9364562962598237
00:03:11,0.9939263400720627,0.9776765369291494
00:03:12,0.9665394490753056,0.9055411838502408
00:03:13,0.9211265116505882,0.9385721796466469
00:03:14,0.9485413168099526,0.9131939352615246
00:03:15,0.952020595314163,0.9222775033337545
00:03:16,0.9311987193507412,0.9646455690076903
00:03:17,0.9669069348306283,0.9717563545079266
00:03:18,0.9688916574564708,0.9170107229012491
00:03:19,0.9818916177564692,0.9009090118385151
00:03:20,0.9121932838754566,0.908084293767933
00:03:21,0.9282850534550057,0.9273335694536217
00:03:22,0.9742579481070593,0.9021822043788914
00:03:23,0.9483940452286094,0.9472942147357519
00:03:24,0.9619056956708639,0.9728169460790421
00:03:25,0.981583282452851,0.9430937072396948
00:03:26,0.9231927008835599,0.9038804678809572
00:03:27,0.9754456524011333,0.942823844183933
00:03:28,0.9363889189925408,0.9479680692211271
00:03:29,0.9381157876127931,0.945848486410581
00:03:30,0.9531032603845865,0.9825798086898002
00:03:31,0.9423405477798307,0.925871518477174
00:03:32,0.9433527287695374,0.9381128550327799
00:03:33,0.916493281561093,0.9199071128899353
00:03:34,0.9021692816434101,0.9943265190725528
00:03:35,0.9692602830150167,0.9479132538504424
00:03:36,0.9115518046228765,0.990412857601351
00:03:37,0.9145199042281027,0.9358296938939915
00:03:38,0.9721449714938043,0.9095503554680656
00:03:39,0.9032175234553079,0.9537043006620719
00:03:40,0.9995774612074568,0.91412363726973
00:03:41,0.969742391459113,0.9505532751175727
00:03:42,0.9759598103818735,0.9169030005137393
00:03:43,1.03,8.82
00:03:44,1.03,8.85
00:03:45,1.03,8.85
00:03:46,1.01,8.67
00:03:47,1.01,8.67
00:03:48,1.03,8.82
00:03:49,1.0,8.6
00:03:50,1.04,8.89
00:03:51,1.03,8.82
00:03:52,1.05,9.02
00:03:53,1.06,9.06
00:03:54,1.01,8.71
00:03:55,1.01,8.69
00:03:56,1.02,8.77
00:03:57,1.0,8.6
00:03:58,1.04,8.93
00:03:59,1.02,8.78
00:04:00,1.01,8.7
00:04:01,1.06,9.06
00:04:02,1.06,9.08
00:04:03,1.04,8.95
00:04:04,1.06,9.08
00:04:05,1.03,8.81
00:04:06,1.05,9.02
00:04:07,1.02,8.8
00:04:08,1.04,8.93
00:04:09,1.05,8.99
00:04:10,1.04,8.97
00:04:11,1.04,8.93
00:04:12,1.03,8.82
00:04:13,1.04,8.9
00:04:14,1.04,8.94
00:04:15,1.04,8.9
00:04:16,1.03,8.82
00:04:17,1.03,8.89
00:04:18,1.04,8.9
00:04:19,1.05,9.05
00:04:20,1.05,9.04
00:04:21,1.06,9.14
00:04:22,1.05,9.01
00:04:23,1.06,9.14
00:04:24,1.07,9.23
00:04:25,1.1,9.49
00:04:26,1.1,9.45
00:04:27,1.11,9.54
00:04:28,1.08,9.3
00:04:29,1.1,9.46
00:04:30,1.11,9.52
00:04:31,1.1,9.42
00:04:32,1.09,9.37
00:04:33,1.12,9.63
00:04:34,1.1,9.45
00:04:35,1.11,9.52
00:04:36,1.13,9.71
00:04:37,1.06,9.14
00:04:38,1.07,9.19
00:04:39,1.09,9.37
00:04:40,1.08,9.28
00:04:41,1.08,9.25
00:04:42,1.07,9.22
00:04:43,1.11,9.54
00:04:44,1.09,9.39
00:04:45,1.1,9.47
00:04:46,1.08,9.31
00:04:47,1.05,9.02
00:04:48,1.07,9.18
00:04:49,1.09,9.37
00:04:50,1.08,9.28
00:04:51,1.1,9.48
00:04:52,1.1,9.43
00:04:53,1.01,8.7
00:04:54,1.06,9.12
00:04:55,1.09,9.32
00:04:56,1.09,9.38
00:04:57,1.07,9.19
00:04:58,1.09,9.35
00:04:59,1.12,9.59
00:05:00,1.13,9.73
00:05:01,1.14,9.78
00:05:02,1.11,9.53
00:05:03,1.13,9.68
00:05:04,1.1,9.41
00:05:05,1.08,9.3
00:05:06,1.09,9.34
00:05:07,1.09,9.4
00:05:08,1.1,9.44
00:05:09,1.17,10.1
00:05:10,1.07,9.17
00:05:11,1.07,9.22
00:05:12,1.1,9.48
00:05:13,1.07,9.22
00:05:14,1.07,9.19
00:05:15,1.13,9.67
00:05:16,1.07,9.21
00:05:17,1.04,8.93
00:05:18,1.06,9.14
00:05:19,1.07,9.17
00:05:20,1.04,8.93
00:05:21,1.03,8.88
00:05:22,1.03,8.86
00:05:23,1.08,9.32
00:05:24,1.0,8.63
00:05:25,1.04,8.92
00:05:26,1.08,9.3
00:05:27,1.07,9.18
00:05:28,1.03,8.84
00:05:29,1.03,8.88
00:05:30,1.05,9.04
00:05:31,1.13,9.72
00:05:32,1.01,8.69
00:05:33,1.09,9.38
00:05:34,1.02,8.79
00:05:35,1.11,9.52
00:05:36,1.07,9.21
00:05:37,1.06,9.07
00:05:38,1.05,8.99
00:05:39,1.08,9.26
