Time,Transfer (GBytes),Bandwidth (Gbits/sec)
00:02:28,0.8295231705039515,0.7221492736306775
00:02:29,0.681422849970149,0.7500526560456023
00:02:30,0.7576611101902084,0.7419547527630487
00:02:31,0.7610231318909991,0.6639443555917559
00:02:32,0.7846872945879009,0.7335864997933527
00:02:33,0.7978272921855659,0.7077114762704131
00:02:34,0.833395848316355,0.8363788678734574
00:02:35,0.8279842364974537,0.8256104857376596
00:02:36,0.7017519248615076,0.6848555928284565
00:02:37,0.7446894545382357,0.7808451571554892
00:02:38,0.7836651136457321,0.663989506239018
00:02:39,0.7934798541563846,0.6501974141261717
00:02:40,0.8102162263287671,0.827751042140477
00:02:41,0.7591935220076305,0.80536418182928
00:02:42,0.8298073138732173,0.6907552940270726
00:02:43,0.8199738947246482,0.7727115869517834
00:02:44,0.7568769115043962,0.6542724433740809
00:02:45,0.7484961155456575,0.7680238380605068
00:02:46,0.7462407151007816,0.7656036922682946
00:02:47,0.8368005509920966,0.7796247897039803
00:02:48,0.6898289958605914,0.7859317106060365
00:02:49,0.8450258377171904,0.7513802011815186
00:02:50,0.7057736875026639,0.6608235916830304
00:02:51,0.689232742457528,0.83419079060119
00:02:52,0.8119336182242959,0.7378193298377371
00:02:53,0.686230349382585,0.8012243997974947
00:02:54,0.8455647437886119,0.7774126005570601
00:02:55,0.7597488691887296,0.7821243911572937
00:02:56,0.7765929342791567,0.6868066418578178
00:02:57,0.7625636338776919,0.745023101019147
00:02:58,0.6718886260688507,0.7175138541679895
00:02:59,0.680235052593614,0.8013990383147959
00:03:00,0.8258394993719316,0.6764174825147029
00:03:01,0.7098026227725225,0.7476594959627653
00:03:02,0.7446615650758259,0.7283059587305162
00:03:03,0.8119342324660235,0.6748081452074884
00:03:04,0.6896023875896963,0.7543515328793836
00:03:05,0.8420120851663146,0.6692769683278849
00:03:06,0.686467406476334,0.7079847120363831
00:03:07,0.7254173825504283,0.832747206415009
00:03:08,0.8468092990078844,0.6630443222684931
00:03:09,0.6635769080609215,0.7774258374998955
00:03:10,0.7254935254193262,0.6984916064749491
00:03:11,0.7775921036226927,0.7202938982290901
00:03:12,0.8140255073414655,0.7426774635690635
00:03:13,0.7036055634283477,0.7975068468685869
00:03:14,0.8195206563318492,0.7088152957622302
00:03:15,0.7502246945680261,0.7047473677990772
00:03:16,0.8024967132549562,0.8270885217349123
00:03:17,0.7706867631702053,0.733964905372
00:03:18,0.727893751719222,0.8249257278794858
00:03:19,0.6985511317359147,0.8191455510984221
00:03:20,0.7113280718511649,0.716161234407508
00:03:21,0.7909622301819904,0.682152810739362
00:03:22,0.685171532496162,0.6873909318033307
00:03:23,0.8351443541580734,0.7516570219857426
00:03:24,0.7018671640099943,0.6964934060698409
00:03:25,0.6964019957312695,0.7213264394190397
00:03:26,0.6647279367359458,0.6863012170815437
00:03:27,0.7528341776601309,0.8409621165276582
00:03:28,0.7465887269172102,0.7478450471864808
00:03:29,0.7083361846539131,0.7729866270289061
00:03:30,0.8398182593580326,0.8440061692345528
00:03:31,0.7000977635697353,0.7674905208342456
00:03:32,0.7038308833877449,0.8073928820832559
00:03:33,0.8106489947449791,0.657929653900025
00:03:34,0.7641762309189062,0.721743954898139
00:03:35,0.7783258846252753,0.8317291551505053
00:03:36,0.8263931612801054,0.6740281762671235
00:03:37,0.775237947183462,0.8035103837934467
00:03:38,0.7610893571977667,0.8034180978708407
00:03:39,0.7208519379759513,0.6696064579566982
00:03:40,0.8403342128330469,0.782016100968556
00:03:41,0.7147366232051238,0.7703275791934182
00:03:42,0.8398877682964145,0.681360075271673
00:03:43,1.03,8.82
00:03:44,1.03,8.85
00:03:45,1.03,8.85
00:03:46,1.01,8.67
00:03:47,1.01,8.67
00:03:48,1.03,8.82
00:03:49,1.0,8.6
00:03:50,1.04,8.89
00:03:51,1.03,8.82
00:03:52,1.05,9.02
00:03:53,1.06,9.06
00:03:54,1.01,8.71
00:03:55,1.01,8.69
00:03:56,1.02,8.77
00:03:57,1.0,8.6
00:03:58,1.04,8.93
00:03:59,1.02,8.78
00:04:00,1.01,8.7
00:04:01,1.06,9.06
00:04:02,1.06,9.08
00:04:03,1.04,8.95
00:04:04,1.06,9.08
00:04:05,1.03,8.81
00:04:06,1.05,9.02
00:04:07,1.02,8.8
00:04:08,1.04,8.93
00:04:09,1.05,8.99
00:04:10,1.04,8.97
00:04:11,1.04,8.93
00:04:12,1.03,8.82
00:04:13,1.04,8.9
00:04:14,1.04,8.94
00:04:15,1.04,8.9
00:04:16,1.03,8.82
00:04:17,1.03,8.89
00:04:18,1.04,8.9
00:04:19,1.05,9.05
00:04:20,1.05,9.04
00:04:21,1.06,9.14
00:04:22,1.05,9.01
00:04:23,1.06,9.14
00:04:24,1.07,9.23
00:04:25,1.1,9.49
00:04:26,1.1,9.45
00:04:27,1.11,9.54
00:04:28,1.08,9.3
00:04:29,1.1,9.46
00:04:30,1.11,9.52
00:04:31,1.1,9.42
00:04:32,1.09,9.37
00:04:33,1.12,9.63
00:04:34,1.1,9.45
00:04:35,1.11,9.52
00:04:36,1.13,9.71
00:04:37,1.06,9.14
00:04:38,1.07,9.19
00:04:39,1.09,9.37
00:04:40,1.08,9.28
00:04:41,1.08,9.25
00:04:42,1.07,9.22
00:04:43,1.11,9.54
00:04:44,1.09,9.39
00:04:45,1.1,9.47
00:04:46,1.08,9.31
00:04:47,1.05,9.02
00:04:48,1.07,9.18
00:04:49,1.09,9.37
00:04:50,1.08,9.28
00:04:51,1.1,9.48
00:04:52,1.1,9.43
00:04:53,1.01,8.7
00:04:54,1.06,9.12
00:04:55,1.09,9.32
00:04:56,1.09,9.38
00:04:57,1.07,9.19
00:04:58,1.09,9.35
00:04:59,1.12,9.59
00:05:00,1.13,9.73
00:05:01,1.14,9.78
00:05:02,1.11,9.53
00:05:03,1.13,9.68
00:05:04,1.1,9.41
00:05:05,1.08,9.3
00:05:06,1.09,9.34
00:05:07,1.09,9.4
00:05:08,1.1,9.44
00:05:09,1.17,10.1
00:05:10,1.07,9.17
00:05:11,1.07,9.22
00:05:12,1.1,9.48
00:05:13,1.07,9.22
00:05:14,1.07,9.19
00:05:15,1.13,9.67
00:05:16,1.07,9.21
00:05:17,1.04,8.93
00:05:18,1.06,9.14
00:05:19,1.07,9.17
00:05:20,1.04,8.93
00:05:21,1.03,8.88
00:05:22,1.03,8.86
00:05:23,1.08,9.32
00:05:24,1.0,8.63
00:05:25,1.04,8.92
00:05:26,1.08,9.3
00:05:27,1.07,9.18
00:05:28,1.03,8.84
00:05:29,1.03,8.88
00:05:30,1.05,9.04
00:05:31,1.13,9.72
00:05:32,1.01,8.69
00:05:33,1.09,9.38
00:05:34,1.02,8.79
00:05:35,1.11,9.52
00:05:36,1.07,9.21
00:05:37,1.06,9.07
00:05:38,1.05,8.99
00:05:39,1.08,9.26
